ticket_id,merchant_id,ticket_created_date,ticket_category,ticket_status,resolution_time_hours
S000494,M02473,2024-11-24,API Integration,Resolved,21
S000495,M00418,2024-03-23,Failed Payment,Escalated,29
S000496,M00454,2025-02-23,KYC Verification,Escalated,10
S000497,M02939,2024-09-26,Account Access,Resolved,21
S000498,M02587,2025-04-16,KYC Verification,Pending,29
S000499,M01591,2024-09-01,Account Access,Escalated,20
S000500,M00349,2025-03-18,Refund Request,Pending,39
S000501,M02769,2025-02-25,Account Access,Resolved,34
S000502,M00653,2024-12-19,API Integration,Pending,40
S000503,M00315,2025-05-30,Fraud Complaint,Pending,25
S000504,M02017,2024-03-19,Refund Request,Escalated,33
S000505,M00057,2025-05-19,API Integration,Pending,22
S000506,M01395,2024-11-09,KYC Verification,Pending,34
S000507,M00661,2024-05-06,API Integration,Pending,32
S000508,M02697,2025-06-19,Failed Payment,Escalated,15
S000509,M01541,2024-05-13,API Integration,Resolved,37
S000510,M02898,2024-12-21,Account Access,Pending,14
S000511,M01630,2025-03-16,Account Access,Escalated,21
S000512,M02010,2024-03-08,Refund Request,Pending,22
S000513,M01702,2024-09-25,API Integration,Escalated,39
S000514,M01512,2024-05-05,Fraud Complaint,Resolved,8
S000515,M02911,2025-03-26,Account Access,Pending,21
S000516,M01925,2025-03-31,Fraud Complaint,Pending,26
S000517,M00036,2025-03-29,Fraud Complaint,Resolved,44
S000518,M01239,2024-03-29,Refund Request,Pending,16
S000519,M01989,2024-06-26,Account Access,Resolved,4
S000520,M02887,2025-05-13,Refund Request,Pending,14
S000521,M02158,2025-04-11,Fraud Complaint,Escalated,18
S000522,M01992,2024-02-27,Account Access,Pending,25
S000523,M00606,2024-09-21,API Integration,Pending,17
S000524,M02266,2025-04-07,Fraud Complaint,Resolved,29
S000525,M02118,2024-08-08,Fraud Complaint,Resolved,30
S000526,M00176,2025-04-18,API Integration,Resolved,28
S000527,M00452,2024-03-11,KYC Verification,Escalated,11
S000528,M01561,2024-01-04,API Integration,Pending,40
S000529,M02656,2024-02-16,Fraud Complaint,Resolved,3
S000530,M01107,2024-09-19,Failed Payment,Resolved,33
S000531,M02771,2024-05-05,KYC Verification,Pending,13
S000532,M02370,2024-05-24,API Integration,Resolved,12
S000533,M00888,2025-01-17,API Integration,Escalated,11
S000534,M02021,2025-03-03,Refund Request,Resolved,38
S000535,M00902,2024-03-27,API Integration,Resolved,5
S000536,M01152,2024-04-18,Fraud Complaint,Resolved,23
S000537,M01011,2025-03-03,API Integration,Resolved,18
S000538,M01576,2024-02-16,Refund Request,Escalated,33
S000539,M00883,2025-01-16,KYC Verification,Resolved,25
S000540,M00852,2024-07-08,KYC Verification,Resolved,27
S000541,M01806,2024-07-15,Failed Payment,Escalated,24
S000542,M01011,2025-03-06,KYC Verification,Escalated,26
S000543,M00157,2024-09-30,KYC Verification,Resolved,16
S000544,M02467,2024-01-31,KYC Verification,Resolved,19
S000545,M01767,2025-06-10,Fraud Complaint,Resolved,43
S000546,M02316,2025-01-25,KYC Verification,Pending,13
S000547,M02988,2024-04-21,Fraud Complaint,Resolved,20
S000548,M01350,2024-04-02,Account Access,Resolved,16
S000549,M00413,2024-01-28,Failed Payment,Escalated,31
S000550,M00110,2025-06-10,Account Access,Escalated,19
S000551,M02047,2024-05-31,Account Access,Resolved,17
S000552,M00243,2024-05-23,Fraud Complaint,Escalated,22
S000553,M02044,2024-08-21,Refund Request,Resolved,34
S000554,M01638,2025-01-24,Fraud Complaint,Escalated,30
S000555,M02304,2024-09-29,API Integration,Resolved,21
S000556,M02581,2024-12-26,KYC Verification,Resolved,27
S000557,M02961,2025-06-05,KYC Verification,Escalated,16
S000558,M01478,2024-10-17,Fraud Complaint,Resolved,15
S000559,M02994,2024-12-27,Refund Request,Pending,9
S000560,M02411,2024-01-18,Refund Request,Resolved,11
S000561,M01392,2024-11-21,KYC Verification,Pending,22
S000562,M02959,2024-12-15,Failed Payment,Resolved,33
S000563,M01554,2024-02-08,Refund Request,Resolved,13
S000564,M01881,2024-01-25,API Integration,Escalated,39
S000565,M01364,2024-09-02,Failed Payment,Escalated,37
S000566,M00325,2025-05-29,KYC Verification,Resolved,23
S000567,M02657,2024-10-26,KYC Verification,Resolved,25
S000568,M02474,2024-10-13,Account Access,Escalated,23
S000569,M02827,2024-06-06,Failed Payment,Pending,18
S000570,M00948,2024-09-09,Refund Request,Escalated,22
S000571,M01303,2024-09-09,Refund Request,Pending,16
S000572,M02809,2025-01-11,Fraud Complaint,Pending,42
S000573,M01529,2024-11-26,Fraud Complaint,Resolved,14
S000574,M02238,2025-01-13,Fraud Complaint,Pending,12
S000575,M01811,2024-10-05,Refund Request,Pending,27
S000576,M00202,2024-03-01,Account Access,Escalated,30
S000577,M00333,2024-04-18,Refund Request,Escalated,25
S000578,M02435,2024-12-18,KYC Verification,Escalated,13
S000579,M02666,2025-04-14,Fraud Complaint,Escalated,49
S000580,M02225,2024-08-18,API Integration,Pending,18
S000581,M01134,2024-12-16,Account Access,Pending,12
S000582,M01105,2025-05-09,KYC Verification,Pending,31
S000583,M01972,2025-02-27,KYC Verification,Pending,29
S000584,M00543,2024-09-20,Account Access,Escalated,48
S000585,M00920,2024-12-20,Account Access,Escalated,21
S000586,M01726,2025-05-17,Fraud Complaint,Escalated,5
S000587,M01797,2024-05-01,KYC Verification,Resolved,29
S000588,M00134,2024-08-25,Account Access,Escalated,32
S000589,M01575,2025-04-22,Account Access,Resolved,23
S000590,M02896,2024-06-26,Account Access,Pending,22
S000591,M01795,2024-06-13,Refund Request,Pending,32
S000592,M02117,2025-01-26,API Integration,Resolved,10
S000593,M01253,2024-11-01,API Integration,Resolved,26
S000594,M02955,2025-06-03,Failed Payment,Pending,12
S000595,M01937,2024-04-17,API Integration,Resolved,17
S000596,M01347,2024-11-15,Fraud Complaint,Pending,23
S000597,M01006,2024-05-25,Refund Request,Escalated,23
S000598,M02191,2024-02-12,Fraud Complaint,Pending,16
S000599,M01821,2024-05-24,KYC Verification,Pending,22
S000600,M02938,2024-10-04,Fraud Complaint,Resolved,17
S000601,M00584,2025-05-28,Refund Request,Resolved,8
S000602,M02163,2025-01-22,Account Access,Escalated,38
S000603,M02170,2024-06-02,Refund Request,Escalated,35
S000604,M00893,2024-04-26,Refund Request,Escalated,33
S000605,M01128,2024-05-29,Account Access,Escalated,32
S000606,M00245,2024-04-29,Account Access,Pending,19
S000607,M02840,2024-07-12,Fraud Complaint,Resolved,29
S000608,M01369,2024-08-23,Fraud Complaint,Resolved,17
S000609,M01274,2025-03-06,API Integration,Resolved,1
S000610,M02714,2024-09-10,Failed Payment,Escalated,44
S000611,M01129,2025-04-28,KYC Verification,Pending,26
S000612,M02916,2025-05-07,Fraud Complaint,Escalated,22
S000613,M01378,2024-03-18,Refund Request,Resolved,11
S000614,M00280,2024-08-14,Fraud Complaint,Escalated,12
S000615,M02104,2024-11-08,Failed Payment,Pending,33
S000616,M02878,2024-05-02,Failed Payment,Escalated,15
S000617,M02994,2025-04-27,Account Access,Pending,24
S000618,M00420,2025-01-26,Fraud Complaint,Resolved,23
S000619,M00109,2025-03-04,Account Access,Pending,22
S000620,M00611,2024-04-28,Refund Request,Resolved,44
S000621,M00324,2024-05-08,KYC Verification,Escalated,29
S000622,M00158,2025-01-10,KYC Verification,Resolved,40
S000623,M01571,2024-02-15,Failed Payment,Escalated,24
S000624,M01546,2024-11-25,API Integration,Escalated,28
S000625,M00269,2024-06-20,API Integration,Resolved,20
S000626,M01502,2025-06-11,KYC Verification,Resolved,34
S000627,M01342,2024-12-10,KYC Verification,Escalated,19
S000628,M02286,2025-06-23,Fraud Complaint,Escalated,12
S000629,M00906,2024-07-19,Refund Request,Pending,24
S000630,M01443,2025-02-12,Fraud Complaint,Escalated,11
S000631,M01113,2024-01-12,KYC Verification,Resolved,7
S000632,M01142,2025-02-23,Fraud Complaint,Pending,12
S000633,M01239,2024-08-26,KYC Verification,Escalated,20
S000634,M02783,2025-04-19,Refund Request,Escalated,9
S000635,M02573,2024-11-20,API Integration,Pending,26
S000636,M02572,2024-04-18,API Integration,Escalated,31
S000637,M02347,2024-11-21,API Integration,Pending,29
S000638,M01994,2024-01-19,Fraud Complaint,Resolved,34
S000639,M02180,2025-06-19,Refund Request,Resolved,15
S000640,M00051,2024-11-23,Failed Payment,Pending,20
S000641,M01791,2024-07-31,API Integration,Escalated,15
S000642,M00187,2024-12-28,Account Access,Escalated,19
S000643,M02058,2025-03-02,KYC Verification,Pending,31
S000644,M00590,2025-05-20,API Integration,Pending,16
S000645,M00042,2025-05-31,Failed Payment,Pending,19
S000646,M00664,2024-03-14,Failed Payment,Pending,40
S000647,M00055,2025-05-26,Refund Request,Resolved,15
S000648,M01204,2025-03-27,KYC Verification,Pending,28
S000649,M00224,2024-10-19,KYC Verification,Resolved,42
S000650,M02582,2025-01-23,KYC Verification,Escalated,18
S000651,M00197,2024-07-04,Fraud Complaint,Resolved,35
S000652,M00856,2024-08-09,Account Access,Resolved,14
S000653,M01653,2025-06-29,Account Access,Pending,28
S000654,M01880,2025-01-17,Fraud Complaint,Pending,34
S000655,M02551,2025-03-31,Failed Payment,Pending,36
S000656,M01268,2024-10-01,Failed Payment,Escalated,31
S000657,M01002,2024-12-02,Refund Request,Escalated,26
S000658,M01297,2025-04-06,API Integration,Pending,22
S000659,M01373,2025-05-15,Failed Payment,Escalated,29
S000660,M01507,2024-07-30,Refund Request,Resolved,27
S000661,M00481,2025-06-30,Refund Request,Escalated,19
S000662,M01482,2024-11-21,Fraud Complaint,Pending,16
S000663,M02053,2025-01-18,Fraud Complaint,Escalated,12
S000664,M01035,2025-05-13,Refund Request,Resolved,17
S000665,M00153,2024-01-06,Fraud Complaint,Escalated,19
S000666,M02263,2025-01-29,Account Access,Escalated,39
S000667,M01984,2025-02-25,Fraud Complaint,Escalated,24
S000668,M01696,2024-05-04,Failed Payment,Resolved,29
S000669,M01952,2024-10-10,KYC Verification,Resolved,18
S000670,M01579,2025-01-01,Failed Payment,Resolved,43
S000671,M01018,2024-07-24,API Integration,Pending,29
S000672,M00283,2024-10-17,KYC Verification,Resolved,15
S000673,M02974,2024-04-03,Refund Request,Pending,16
S000674,M00327,2024-11-09,KYC Verification,Resolved,32
S000675,M01607,2025-06-20,KYC Verification,Resolved,14
S000676,M00614,2025-04-19,Fraud Complaint,Pending,26
S000677,M02247,2024-03-23,Refund Request,Pending,36
S000678,M01048,2024-01-17,API Integration,Pending,43
S000679,M00070,2024-09-07,Failed Payment,Escalated,46
S000680,M02023,2024-12-11,Refund Request,Resolved,13
S000681,M02749,2024-10-17,Refund Request,Pending,19
S000682,M01981,2025-04-14,Account Access,Resolved,21
S000683,M00873,2025-05-03,Fraud Complaint,Resolved,43
S000684,M00601,2024-09-10,Refund Request,Pending,30
S000685,M00334,2024-06-17,Fraud Complaint,Pending,1
S000686,M01044,2025-01-14,Fraud Complaint,Escalated,22
S000687,M02865,2024-12-23,Refund Request,Resolved,27
S000688,M02139,2024-05-24,Account Access,Pending,44
S000689,M00728,2024-04-07,Account Access,Resolved,43
S000690,M02027,2024-05-09,Refund Request,Resolved,4
S000691,M02526,2024-11-29,Fraud Complaint,Pending,41
S000692,M02400,2025-03-17,Fraud Complaint,Escalated,28
S000693,M00004,2024-08-30,Failed Payment,Resolved,16
S000694,M02705,2024-07-09,Refund Request,Escalated,3
S000695,M02932,2024-02-18,Account Access,Escalated,22
S000696,M02386,2025-05-14,Fraud Complaint,Pending,34
S000697,M02361,2024-02-10,Failed Payment,Resolved,19
S000698,M02025,2024-10-10,Fraud Complaint,Resolved,29
S000699,M00035,2024-08-31,KYC Verification,Pending,43
S000700,M01002,2024-09-06,API Integration,Resolved,31
S000701,M00672,2024-09-02,KYC Verification,Escalated,16
S000702,M01339,2025-06-09,Failed Payment,Resolved,13
S000703,M01945,2024-02-02,Fraud Complaint,Resolved,19
S000704,M00870,2024-06-08,Fraud Complaint,Resolved,34
S000705,M01375,2025-04-03,Failed Payment,Escalated,39
S000706,M01549,2024-04-24,Failed Payment,Escalated,31
S000707,M02394,2025-02-17,Account Access,Resolved,13
S000708,M01174,2024-06-26,Account Access,Escalated,19
S000709,M01502,2024-04-03,API Integration,Escalated,14
S000710,M00355,2024-07-10,API Integration,Escalated,39
S000711,M02382,2025-05-02,Refund Request,Resolved,36
S000712,M01916,2025-04-12,API Integration,Escalated,37
S000713,M01649,2024-08-12,Refund Request,Pending,20
S000714,M02538,2024-12-15,Account Access,Resolved,31
S000715,M01180,2024-02-11,API Integration,Pending,1
S000716,M02256,2024-05-04,API Integration,Pending,16
S000717,M02304,2024-10-16,Fraud Complaint,Resolved,18
S000718,M02035,2024-08-31,Failed Payment,Pending,18
S000719,M02221,2024-11-21,Refund Request,Pending,22
S000720,M00673,2024-02-05,Fraud Complaint,Pending,29
S000721,M02796,2025-01-07,Account Access,Escalated,17
S000722,M00776,2024-04-06,Failed Payment,Resolved,32
S000723,M02838,2024-03-06,Refund Request,Resolved,1
S000724,M00793,2025-04-29,Fraud Complaint,Pending,28
S000725,M00077,2024-10-28,API Integration,Pending,36
S000726,M00662,2024-03-12,Failed Payment,Escalated,26
S000727,M01521,2025-03-08,KYC Verification,Pending,16
S000728,M01964,2024-02-07,Refund Request,Resolved,11
S000729,M02802,2024-12-30,API Integration,Pending,34
S000730,M01254,2025-02-10,Refund Request,Resolved,29
S000731,M01647,2024-07-06,KYC Verification,Pending,19
S000732,M02188,2024-08-28,KYC Verification,Escalated,20
S000733,M00099,2024-10-31,Account Access,Resolved,24
S000734,M02966,2024-10-09,KYC Verification,Pending,15
S000735,M02194,2024-02-23,Refund Request,Resolved,27
S000736,M00901,2025-01-23,Fraud Complaint,Escalated,43
S000737,M01121,2024-04-04,Refund Request,Resolved,23
S000738,M00033,2024-12-10,Account Access,Escalated,25
S000739,M01799,2025-06-04,API Integration,Pending,32
S000740,M01848,2025-02-16,Failed Payment,Escalated,31
S000741,M01226,2025-04-08,Failed Payment,Pending,29
S000742,M01309,2024-03-16,API Integration,Resolved,13
S000743,M00264,2024-03-13,KYC Verification,Escalated,6
S000744,M01308,2025-01-02,Refund Request,Resolved,24
S000745,M02343,2024-11-06,API Integration,Escalated,16
S000746,M00254,2024-02-29,KYC Verification,Resolved,40
S000747,M02737,2024-02-21,KYC Verification,Resolved,24
S000748,M01037,2024-04-18,Account Access,Resolved,14
S000749,M00224,2024-01-21,API Integration,Escalated,32
S000750,M02156,2025-02-18,KYC Verification,Pending,34
S000751,M00144,2024-07-27,KYC Verification,Pending,29
S000752,M01333,2024-07-19,API Integration,Pending,14
S000753,M01441,2024-03-24,API Integration,Pending,6
S000754,M01297,2024-12-09,API Integration,Resolved,25
S000755,M01371,2024-04-09,KYC Verification,Pending,26
S000756,M02727,2025-04-01,API Integration,Pending,20
S000757,M01706,2024-06-09,API Integration,Escalated,23
S000758,M01417,2024-09-25,Failed Payment,Pending,19
S000759,M02059,2024-09-22,Fraud Complaint,Escalated,6
S000760,M02421,2024-03-06,KYC Verification,Resolved,16
S000761,M02562,2024-02-17,KYC Verification,Pending,26
S000762,M02824,2024-11-20,Failed Payment,Resolved,23
S000763,M02276,2024-02-08,Account Access,Pending,14
S000764,M01898,2024-05-15,KYC Verification,Resolved,38
S000765,M02623,2024-11-06,KYC Verification,Escalated,22
S000766,M02222,2025-05-07,Account Access,Escalated,26
S000767,M01012,2024-12-31,Fraud Complaint,Resolved,16
S000768,M00370,2024-09-28,Account Access,Escalated,33
S000769,M01617,2024-01-13,Failed Payment,Resolved,32
S000770,M00792,2025-01-31,Refund Request,Pending,23
S000771,M00495,2024-07-20,Failed Payment,Escalated,26
S000772,M02865,2024-08-14,Account Access,Escalated,29
S000773,M01935,2024-10-11,Account Access,Escalated,23
S000774,M00302,2024-09-22,Failed Payment,Escalated,11
S000775,M01643,2024-07-01,Failed Payment,Resolved,30
S000776,M00693,2025-03-18,KYC Verification,Resolved,22
S000777,M02496,2024-01-24,KYC Verification,Pending,30
S000778,M01201,2025-01-20,Failed Payment,Pending,28
S000779,M00084,2024-03-30,API Integration,Resolved,28
S000780,M01834,2025-05-15,Failed Payment,Escalated,34
S000781,M02045,2024-06-08,KYC Verification,Resolved,22
S000782,M02267,2024-03-27,Fraud Complaint,Resolved,34
S000783,M02829,2024-12-16,API Integration,Escalated,17
S000784,M01048,2024-01-15,API Integration,Resolved,29
S000785,M02262,2024-04-07,Refund Request,Resolved,23
S000786,M02226,2024-09-09,API Integration,Resolved,16
S000787,M01164,2024-04-24,Account Access,Resolved,29
S000788,M02913,2024-07-05,API Integration,Escalated,32
S000789,M01501,2024-05-10,Failed Payment,Escalated,21
S000790,M01895,2024-01-28,Failed Payment,Escalated,26
S000791,M02480,2025-02-22,Account Access,Escalated,31
S000792,M02568,2024-08-18,Fraud Complaint,Pending,16
S000793,M01280,2024-12-28,API Integration,Resolved,34
S000794,M02975,2024-02-25,API Integration,Pending,25
S000795,M01882,2024-11-04,Refund Request,Escalated,34
S000796,M00924,2025-03-24,API Integration,Escalated,42
S000797,M01660,2025-04-04,API Integration,Pending,32
S000798,M01956,2024-06-05,API Integration,Resolved,31
S000799,M00752,2025-02-02,API Integration,Resolved,25
S000800,M00554,2024-01-17,Refund Request,Pending,25
S000801,M02007,2024-09-02,KYC Verification,Pending,21
S000802,M01508,2024-09-29,Failed Payment,Resolved,17
S000803,M01724,2024-07-07,Refund Request,Pending,12
S000804,M01747,2024-04-01,API Integration,Escalated,12
S000805,M00341,2024-02-15,API Integration,Pending,37
S000806,M02698,2025-01-22,API Integration,Pending,33
S000807,M02250,2024-09-30,KYC Verification,Resolved,13
S000808,M00190,2025-03-29,Failed Payment,Resolved,23
S000809,M01411,2025-05-18,API Integration,Escalated,29
S000810,M00132,2025-04-13,KYC Verification,Escalated,32
S000811,M02149,2024-03-15,Failed Payment,Resolved,26
S000812,M00564,2024-09-11,API Integration,Escalated,21
S000813,M00073,2025-01-24,Fraud Complaint,Pending,11
S000814,M00540,2025-05-15,API Integration,Resolved,33
S000815,M01362,2025-03-27,KYC Verification,Escalated,27
S000816,M02821,2024-08-13,KYC Verification,Pending,34
S000817,M00545,2024-11-13,Failed Payment,Escalated,25
S000818,M02499,2024-02-14,Failed Payment,Escalated,19
S000819,M01430,2024-06-18,Failed Payment,Resolved,36
S000820,M02694,2024-11-05,Account Access,Pending,25
S000821,M00252,2025-02-08,API Integration,Escalated,46
S000822,M02851,2024-09-18,KYC Verification,Escalated,26
S000823,M00521,2025-04-16,KYC Verification,Resolved,10
S000824,M02516,2024-10-11,KYC Verification,Pending,36
S000825,M00731,2024-07-05,API Integration,Pending,25
S000826,M02137,2024-06-19,Account Access,Resolved,28
S000827,M00605,2024-10-26,Failed Payment,Resolved,8
S000828,M00209,2025-02-12,Refund Request,Pending,21
S000829,M02661,2024-06-15,KYC Verification,Pending,38
S000830,M02090,2024-06-01,Account Access,Escalated,11
S000831,M02595,2025-05-09,Refund Request,Pending,21
S000832,M00505,2024-01-01,KYC Verification,Escalated,27
S000833,M00608,2024-09-08,API Integration,Pending,28
S000834,M01898,2025-01-17,Failed Payment,Pending,27
S000835,M02930,2025-03-09,Account Access,Escalated,33
S000836,M01232,2024-04-08,API Integration,Resolved,17
S000837,M00750,2024-03-30,Account Access,Escalated,39
S000838,M01550,2024-12-11,KYC Verification,Escalated,25
