merchant_id,signup_date,industry,country,business_size,acquisition_channel,customer_acquisition_cost,kyc_completed,api_integrated,time_to_first_transaction_days
M00312,2024-10-10,E-commerce,South Africa,Enterprise,Referral,5714.03,1,0,13.0
M00313,2024-06-13,Gaming,Ghana,SME,Sales Team,4450.76,1,1,4.0
M00314,2024-02-22,Healthcare,Nigeria,Enterprise,Referral,3254.09,1,1,2.0
M00315,2024-01-21,Logistics,South Africa,Mid-Market,Partnership,1457.66,1,0,7.0
M00316,2024-09-24,Retail,Kenya,Mid-Market,Paid Ads,2311.42,1,0,0.0
M00317,2024-07-17,Hospitality,Kenya,Enterprise,Partnership,6803.81,1,0,3.0
M00318,2024-01-27,Healthcare,Nigeria,Mid-Market,Organic,6323.05,1,1,7.0
M00319,2024-10-12,Hospitality,Kenya,Mid-Market,Partnership,9209.15,1,0,15.0
M00320,2025-03-23,Retail,Kenya,SME,Partnership,10050.05,1,1,8.0
M00321,2024-12-05,Retail,Kenya,Mid-Market,Sales Team,3833.28,1,1,5.0
M00322,2024-03-07,SaaS,Kenya,Enterprise,Sales Team,7937.17,1,0,3.0
M00323,2024-11-25,Healthcare,Ghana,Enterprise,Partnership,4919.83,1,0,1.0
M00324,2024-02-17,Hospitality,Kenya,SME,Paid Ads,6159.27,1,0,3.0
M00325,2024-06-07,Retail,Ghana,Mid-Market,Sales Team,1736.25,1,0,13.0
M00326,2024-04-08,Logistics,Ghana,SME,Organic,1469.07,1,1,9.0
M00327,2024-05-31,SaaS,Nigeria,Enterprise,Paid Ads,6348.76,1,1,4.0
M00328,2025-03-24,Retail,South Africa,SME,Referral,5112.32,1,1,12.0
M00329,2024-04-02,Retail,South Africa,SME,Sales Team,397.68,1,1,1.0
M00330,2024-07-05,Logistics,South Africa,Enterprise,Paid Ads,2548.67,1,0,5.0
M00331,2025-01-20,Gaming,Ghana,Enterprise,Referral,2043.11,1,1,13.0
M00332,2024-06-07,Gaming,Ghana,Mid-Market,Partnership,1642.95,1,0,13.0
M00333,2024-08-13,Gaming,Kenya,Mid-Market,Partnership,7373.97,1,0,11.0
M00334,2024-09-27,Hospitality,Ghana,SME,Partnership,3116.44,1,0,7.0
M00335,2024-03-11,Education,Nigeria,Enterprise,Sales Team,3388.56,1,1,15.0
M00336,2025-03-23,Healthcare,Nigeria,Enterprise,Partnership,3539.97,1,1,0.0
M00337,2025-03-11,SaaS,Kenya,SME,Referral,5391.1,1,0,15.0
M00338,2024-05-19,Gaming,Ghana,Mid-Market,Organic,1467.44,1,1,12.0
M00339,2025-04-29,Logistics,South Africa,Mid-Market,Organic,5095.69,1,1,4.0
M00340,2024-07-31,E-commerce,South Africa,Enterprise,Paid Ads,1209.96,1,1,4.0
M00341,2024-04-30,Hospitality,Nigeria,Mid-Market,Referral,5303.0,1,1,3.0
M00342,2024-01-15,Healthcare,Nigeria,Enterprise,Paid Ads,1632.18,1,1,5.0
M00343,2025-02-09,Retail,Ghana,SME,Paid Ads,10076.13,0,1,
M00344,2025-04-14,Gaming,Ghana,Enterprise,Sales Team,9830.54,1,1,5.0
M00345,2024-08-17,E-commerce,Nigeria,SME,Paid Ads,2101.83,1,1,3.0
M00346,2024-04-20,Retail,South Africa,SME,Paid Ads,10818.89,1,1,23.0
M00347,2024-05-01,Education,Nigeria,SME,Referral,5774.01,1,0,19.0
M00348,2024-08-02,Gaming,Nigeria,SME,Sales Team,7124.47,1,1,4.0
M00349,2024-11-01,E-commerce,Ghana,Enterprise,Referral,1169.09,1,1,4.0
M00350,2024-05-29,Hospitality,Nigeria,Enterprise,Paid Ads,4732.83,1,1,6.0
M00351,2024-05-03,Hospitality,Ghana,Enterprise,Organic,904.64,0,0,
M00352,2024-09-25,Healthcare,Nigeria,Enterprise,Partnership,4055.62,1,1,5.0
M00353,2024-09-16,E-commerce,South Africa,Mid-Market,Organic,9116.59,1,1,19.0
M00354,2024-11-21,Hospitality,Kenya,Mid-Market,Organic,5748.27,1,1,4.0
M00355,2024-07-01,SaaS,Kenya,SME,Organic,678.52,1,0,5.0
M00356,2025-01-30,Healthcare,Ghana,SME,Paid Ads,8366.84,1,1,6.0
M00357,2024-10-06,Healthcare,Ghana,Enterprise,Sales Team,10322.57,1,1,7.0
M00358,2024-12-22,Gaming,Ghana,SME,Organic,1226.27,1,0,10.0
M00359,2025-01-01,Gaming,Nigeria,Mid-Market,Referral,2834.62,1,0,7.0
M00360,2024-01-23,Logistics,Nigeria,Mid-Market,Paid Ads,1473.25,1,0,2.0
M00361,2024-09-20,Hospitality,South Africa,Mid-Market,Organic,1752.32,1,0,7.0
M00362,2025-01-20,Logistics,Kenya,Mid-Market,Organic,1182.83,1,0,8.0
M00363,2025-03-19,Healthcare,Kenya,SME,Paid Ads,4850.83,1,0,8.0
M00364,2024-08-11,Hospitality,South Africa,Mid-Market,Paid Ads,1478.72,1,1,13.0
M00365,2025-05-13,Retail,South Africa,Enterprise,Sales Team,914.29,1,0,9.0
M00366,2024-07-07,Education,Nigeria,Enterprise,Sales Team,1651.38,0,1,
M00367,2024-02-10,Hospitality,Ghana,Enterprise,Paid Ads,3878.48,1,1,6.0
M00368,2024-06-13,SaaS,Nigeria,Mid-Market,Paid Ads,2627.0,1,0,14.0
M00369,2024-06-05,Gaming,South Africa,SME,Sales Team,1260.69,1,1,8.0
M00370,2024-06-28,Gaming,Nigeria,Enterprise,Paid Ads,197.57,0,0,
M00371,2024-11-10,Hospitality,Kenya,Enterprise,Organic,8398.96,1,1,1.0
M00372,2024-02-08,Hospitality,Kenya,Enterprise,Referral,1928.18,1,0,8.0
M00373,2025-05-02,E-commerce,Ghana,Enterprise,Sales Team,820.11,1,0,3.0
M00374,2024-01-18,Retail,Nigeria,SME,Paid Ads,2635.22,1,0,8.0
M00375,2024-07-04,Hospitality,Nigeria,Enterprise,Referral,3178.19,1,1,0.0
M00376,2024-12-13,Gaming,Kenya,Mid-Market,Sales Team,4165.74,1,1,3.0
M00377,2025-01-25,SaaS,Ghana,Enterprise,Paid Ads,488.7,1,0,3.0
M00378,2024-07-22,Healthcare,Kenya,SME,Organic,2306.62,1,1,9.0
M00379,2024-01-14,Retail,South Africa,Enterprise,Sales Team,6568.39,1,1,15.0
M00380,2025-04-12,SaaS,Kenya,Mid-Market,Sales Team,2541.51,1,0,11.0
M00381,2024-04-19,Education,South Africa,SME,Organic,2844.24,1,0,5.0
M00382,2024-03-10,SaaS,South Africa,SME,Sales Team,3396.26,1,0,1.0
M00383,2024-02-14,Healthcare,Kenya,Enterprise,Organic,7266.05,1,0,16.0
M00384,2024-10-08,Education,Kenya,SME,Referral,7435.13,1,1,16.0
M00385,2025-02-10,Healthcare,Ghana,SME,Referral,1656.32,1,1,23.0
M00386,2025-02-09,Retail,Ghana,Mid-Market,Organic,1351.36,1,1,11.0
M00387,2024-07-03,Healthcare,South Africa,Enterprise,Referral,3103.43,1,1,14.0
M00388,2024-11-09,SaaS,Nigeria,Mid-Market,Sales Team,6008.98,1,1,0.0
M00389,2025-01-02,Gaming,South Africa,Mid-Market,Partnership,1898.31,1,1,11.0
M00390,2024-02-07,Retail,Kenya,Enterprise,Organic,6632.46,1,1,0.0
M00391,2024-08-18,Gaming,Kenya,SME,Partnership,2338.48,0,1,
M00392,2024-11-23,Retail,Ghana,Mid-Market,Partnership,3880.17,1,1,5.0
M00393,2025-04-11,E-commerce,Nigeria,Enterprise,Referral,5770.92,1,1,4.0
M00394,2024-06-04,Retail,Ghana,Mid-Market,Referral,1871.77,1,1,1.0
M00395,2024-06-26,Education,Nigeria,Mid-Market,Referral,5370.77,1,0,12.0
M00396,2024-11-21,Education,Ghana,Enterprise,Paid Ads,11038.65,1,0,12.0
M00397,2024-11-10,SaaS,Ghana,Enterprise,Partnership,7059.1,1,1,8.0
M00398,2024-03-19,Retail,Kenya,Enterprise,Organic,2133.37,0,1,
M00399,2025-02-26,E-commerce,Nigeria,SME,Partnership,3105.0,0,1,
M00400,2024-05-15,Logistics,South Africa,Enterprise,Organic,5188.03,1,0,12.0
M00401,2024-09-11,Education,Kenya,Mid-Market,Referral,6194.6,0,0,
M00402,2025-02-16,Hospitality,Kenya,Mid-Market,Organic,4374.44,1,1,4.0
M00403,2024-12-18,E-commerce,Ghana,Mid-Market,Sales Team,450.66,1,1,19.0
M00404,2024-09-04,Gaming,Ghana,Mid-Market,Partnership,6438.32,1,1,6.0
M00405,2024-03-14,Healthcare,Kenya,Enterprise,Paid Ads,5611.49,1,1,18.0
M00406,2025-05-14,Hospitality,Ghana,Mid-Market,Partnership,3517.5,1,0,4.0
M00407,2024-10-14,SaaS,Kenya,SME,Sales Team,4065.9,1,1,14.0
M00408,2024-03-03,Education,South Africa,SME,Referral,91.84,1,1,11.0
M00409,2024-02-19,E-commerce,Kenya,Mid-Market,Partnership,6183.45,1,0,12.0
M00410,2024-08-02,Logistics,Ghana,Mid-Market,Partnership,9613.77,1,1,9.0
M00411,2025-01-04,Healthcare,Ghana,SME,Sales Team,2713.75,1,1,12.0
M00412,2024-09-20,Gaming,South Africa,Mid-Market,Sales Team,13436.98,0,1,
M00413,2024-01-12,SaaS,South Africa,Enterprise,Sales Team,1990.12,1,1,8.0
M00414,2025-05-09,Logistics,Ghana,Enterprise,Paid Ads,2796.5,1,0,7.0
M00415,2024-01-25,E-commerce,Kenya,Mid-Market,Partnership,3550.75,1,1,0.0
M00416,2025-03-27,Gaming,Kenya,Enterprise,Organic,6990.69,1,1,0.0
M00417,2025-03-09,SaaS,South Africa,SME,Paid Ads,2936.73,1,1,4.0
M00418,2025-01-07,Healthcare,South Africa,Mid-Market,Organic,3607.89,1,1,12.0
M00419,2024-07-24,E-commerce,Ghana,Mid-Market,Partnership,1818.4,1,0,0.0
M00420,2024-05-27,SaaS,South Africa,Enterprise,Sales Team,5750.43,1,0,0.0
M00421,2025-01-26,Education,Nigeria,SME,Organic,2235.17,1,0,17.0
M00422,2024-07-20,Healthcare,Kenya,Enterprise,Paid Ads,1818.6,1,1,8.0
M00423,2025-01-21,Retail,Ghana,Enterprise,Partnership,2817.37,1,1,10.0
M00424,2024-07-24,E-commerce,Nigeria,SME,Referral,4837.52,1,1,2.0
M00425,2024-12-31,Healthcare,South Africa,Enterprise,Sales Team,3085.2,1,1,6.0
M00426,2024-03-17,Retail,Kenya,Enterprise,Paid Ads,3382.24,0,1,
M00427,2024-03-24,Hospitality,Kenya,Enterprise,Paid Ads,3621.56,1,1,1.0
M00428,2024-09-16,Gaming,Kenya,Mid-Market,Organic,2230.05,1,1,24.0
M00429,2024-07-07,Healthcare,Nigeria,Mid-Market,Partnership,1559.76,1,1,15.0
M00430,2024-06-06,E-commerce,South Africa,Mid-Market,Partnership,1755.25,1,0,19.0
M00431,2024-10-22,Logistics,Nigeria,Enterprise,Sales Team,2728.5,1,0,16.0
M00432,2024-03-28,Hospitality,Ghana,Enterprise,Referral,1844.76,1,0,0.0
M00433,2024-01-17,SaaS,Ghana,SME,Sales Team,7170.85,1,1,14.0
M00434,2024-06-09,Hospitality,Ghana,Mid-Market,Referral,2341.46,1,1,2.0
M00435,2024-07-29,Gaming,Nigeria,Enterprise,Referral,2821.78,1,1,4.0
M00436,2024-09-22,Logistics,Kenya,Enterprise,Sales Team,7816.59,1,0,0.0
M00437,2024-09-26,Hospitality,Kenya,SME,Sales Team,1649.47,0,1,
M00438,2025-04-12,Healthcare,Kenya,Enterprise,Paid Ads,3076.53,1,1,10.0
M00439,2024-11-08,Gaming,Ghana,SME,Paid Ads,2708.78,1,1,10.0
M00440,2024-10-12,Education,Ghana,Mid-Market,Paid Ads,9399.23,0,1,
M00441,2024-12-26,Logistics,South Africa,Mid-Market,Sales Team,4381.73,1,0,15.0
M00442,2024-06-27,Education,Kenya,SME,Partnership,780.08,1,0,0.0
M00443,2024-12-12,Hospitality,South Africa,Mid-Market,Referral,13051.06,1,1,18.0
M00444,2024-05-28,E-commerce,Kenya,Enterprise,Organic,1548.53,1,1,1.0
M00445,2024-06-26,Gaming,Kenya,Enterprise,Sales Team,5661.35,1,1,0.0
M00446,2024-04-19,Logistics,Kenya,Enterprise,Paid Ads,13722.02,1,1,6.0
M00447,2024-03-11,SaaS,Ghana,SME,Organic,7060.64,0,0,
M00448,2024-12-08,Logistics,Ghana,SME,Organic,3256.11,1,1,19.0
M00449,2024-07-30,Healthcare,South Africa,SME,Referral,4032.35,1,0,4.0
M00450,2024-01-03,Retail,South Africa,Enterprise,Sales Team,2483.8,1,1,10.0
M00451,2024-09-01,Logistics,Kenya,Mid-Market,Paid Ads,4404.88,1,0,9.0
M00452,2024-11-26,E-commerce,Nigeria,Enterprise,Partnership,818.16,1,1,7.0
M00453,2024-04-28,E-commerce,Ghana,Mid-Market,Referral,300.87,1,1,2.0
M00454,2025-04-23,E-commerce,South Africa,Mid-Market,Referral,7464.13,1,0,26.0
M00455,2025-04-24,Education,Nigeria,SME,Paid Ads,2849.33,1,0,5.0
M00456,2024-10-17,SaaS,Kenya,Mid-Market,Sales Team,2996.16,1,0,7.0
M00457,2024-11-24,Gaming,Ghana,Enterprise,Sales Team,3285.26,1,0,14.0
M00458,2024-05-19,Logistics,Nigeria,Mid-Market,Referral,2382.91,1,0,5.0
M00459,2025-01-09,Gaming,Kenya,Enterprise,Referral,6449.6,1,1,3.0
M00460,2024-01-08,Healthcare,Kenya,Enterprise,Referral,4847.85,1,0,11.0
M00461,2024-03-30,Hospitality,South Africa,Enterprise,Paid Ads,7441.86,1,0,12.0
M00462,2024-02-14,Hospitality,Nigeria,SME,Referral,1632.35,1,1,12.0
M00463,2024-09-01,Healthcare,Ghana,SME,Paid Ads,1677.38,1,1,7.0
M00464,2024-07-15,Logistics,South Africa,Mid-Market,Paid Ads,2599.73,0,1,
M00465,2024-06-03,E-commerce,Kenya,Enterprise,Paid Ads,1637.41,1,1,8.0
M00466,2024-12-20,Logistics,Nigeria,Enterprise,Organic,1816.39,1,1,7.0
M00467,2024-08-26,Education,Ghana,Mid-Market,Partnership,2857.5,1,1,12.0
M00468,2025-04-17,Education,Nigeria,Enterprise,Paid Ads,3393.43,1,1,8.0
M00469,2024-07-07,Logistics,Ghana,SME,Sales Team,3830.92,1,1,0.0
M00470,2024-03-19,Gaming,Kenya,Mid-Market,Partnership,5788.25,1,1,1.0
M00471,2025-04-12,Gaming,Ghana,SME,Partnership,16741.79,1,0,14.0
M00472,2025-03-23,SaaS,South Africa,Enterprise,Paid Ads,3261.35,1,1,0.0
M00473,2024-02-09,SaaS,Nigeria,Enterprise,Partnership,7146.46,1,1,3.0
M00474,2024-04-13,Retail,Ghana,Mid-Market,Partnership,1314.47,1,1,13.0
M00475,2024-08-14,SaaS,Ghana,Enterprise,Partnership,1558.28,1,1,12.0
M00476,2024-09-07,SaaS,South Africa,SME,Sales Team,2225.03,1,1,12.0
M00477,2024-03-08,Hospitality,South Africa,Enterprise,Organic,2991.07,1,0,13.0
M00478,2024-10-13,Gaming,Kenya,Enterprise,Organic,3166.94,0,1,
M00479,2024-07-21,Education,Nigeria,Enterprise,Referral,6498.93,1,0,19.0
M00480,2024-10-23,SaaS,Nigeria,Mid-Market,Paid Ads,1283.45,1,0,15.0
M00481,2024-12-24,SaaS,Nigeria,SME,Sales Team,2986.09,1,1,14.0
M00482,2024-01-17,Education,South Africa,SME,Referral,824.83,1,1,5.0
M00483,2025-01-27,Hospitality,Kenya,Mid-Market,Sales Team,2294.66,1,1,6.0
M00484,2025-03-21,Hospitality,South Africa,SME,Partnership,2465.11,1,1,16.0
M00485,2024-03-09,Healthcare,Nigeria,SME,Partnership,715.76,1,0,20.0
M00486,2024-07-20,Retail,Ghana,SME,Organic,6951.41,1,0,12.0
M00487,2025-05-15,Education,South Africa,Enterprise,Partnership,2554.8,1,1,0.0
M00488,2024-08-05,Hospitality,Ghana,SME,Sales Team,553.8,1,1,11.0
M00489,2024-06-26,Retail,Kenya,SME,Organic,2777.24,1,1,8.0
M00490,2024-01-17,Hospitality,Nigeria,SME,Referral,3137.52,1,1,2.0
M00491,2024-02-04,SaaS,Nigeria,Mid-Market,Partnership,3372.26,0,1,
M00492,2024-12-10,E-commerce,Ghana,Enterprise,Organic,9138.45,1,0,8.0
M00493,2024-07-24,Gaming,Ghana,Enterprise,Referral,5106.78,1,1,12.0
M00494,2025-01-21,E-commerce,Ghana,Enterprise,Paid Ads,1760.71,1,1,13.0
M00495,2024-04-29,Healthcare,Kenya,SME,Paid Ads,3466.46,1,1,8.0
M00496,2025-03-24,Retail,Ghana,Mid-Market,Paid Ads,5404.58,1,0,12.0
M00497,2024-05-20,E-commerce,Ghana,Enterprise,Sales Team,636.12,1,1,7.0
M00498,2024-10-11,Gaming,Nigeria,Mid-Market,Sales Team,3468.42,1,1,11.0
M00499,2025-02-06,Healthcare,South Africa,Mid-Market,Referral,2578.45,1,1,5.0
M00500,2024-06-02,Hospitality,Ghana,Enterprise,Sales Team,2467.23,1,1,9.0
M00501,2024-05-03,Logistics,Kenya,Enterprise,Referral,1026.5,1,0,3.0
M00502,2025-02-16,Gaming,Nigeria,Enterprise,Sales Team,5203.85,1,1,9.0
M00503,2025-05-10,Hospitality,Ghana,Mid-Market,Referral,12162.75,1,1,2.0
M00504,2024-05-10,Logistics,Kenya,Enterprise,Organic,3343.16,0,1,
M00505,2025-04-17,Gaming,Kenya,SME,Partnership,2888.92,1,1,0.0
M00506,2025-01-05,Logistics,Nigeria,Mid-Market,Sales Team,2841.4,1,1,16.0
M00507,2024-12-10,E-commerce,Nigeria,SME,Partnership,2343.32,1,0,0.0
M00508,2025-01-05,Logistics,South Africa,SME,Paid Ads,3458.71,1,0,11.0
M00509,2024-06-04,E-commerce,Ghana,SME,Organic,3847.54,1,1,9.0
M00510,2025-01-17,Gaming,Ghana,Enterprise,Partnership,3402.7,1,0,4.0
M00511,2024-12-26,Logistics,South Africa,SME,Partnership,10499.64,1,1,11.0
M00512,2024-06-13,Education,South Africa,Mid-Market,Partnership,3969.41,1,0,6.0
M00513,2024-11-28,Healthcare,Kenya,Mid-Market,Paid Ads,1034.97,1,1,0.0
M00514,2024-09-19,Gaming,South Africa,SME,Sales Team,2951.72,1,0,11.0
M00515,2025-01-24,Healthcare,Ghana,Mid-Market,Paid Ads,2491.07,1,0,2.0
M00516,2024-07-30,E-commerce,Ghana,Enterprise,Referral,1925.35,0,0,
M00517,2024-01-09,Education,South Africa,Mid-Market,Referral,2010.97,1,1,16.0
M00518,2024-04-10,Healthcare,Ghana,Mid-Market,Partnership,7455.3,0,1,
M00519,2025-03-02,Logistics,South Africa,Enterprise,Paid Ads,1082.12,1,1,4.0
M00520,2024-05-11,Gaming,South Africa,Mid-Market,Referral,5598.56,0,1,
M00521,2025-01-10,Healthcare,Ghana,SME,Partnership,5437.97,1,1,5.0
M00522,2024-09-07,Retail,Nigeria,Enterprise,Organic,15809.76,1,1,11.0
M00523,2025-03-05,SaaS,Nigeria,SME,Sales Team,6324.24,1,1,6.0
M00524,2024-03-11,Logistics,Nigeria,Enterprise,Referral,948.57,1,1,10.0
M00525,2024-01-05,Logistics,South Africa,Mid-Market,Organic,3873.85,1,0,0.0
M00526,2024-11-12,Gaming,South Africa,SME,Organic,5634.49,1,1,14.0
M00527,2024-09-29,Hospitality,Nigeria,SME,Partnership,4228.66,1,0,0.0
M00528,2025-01-04,Education,Kenya,SME,Partnership,130.36,1,1,12.0
M00529,2025-02-20,Hospitality,Ghana,SME,Organic,1240.4,0,1,
M00530,2024-09-25,Retail,Ghana,SME,Partnership,7568.09,1,0,1.0
M00531,2024-09-26,Education,Kenya,Mid-Market,Sales Team,7464.8,1,1,12.0
M00532,2024-02-10,Healthcare,South Africa,Mid-Market,Partnership,8701.36,1,1,2.0
M00533,2024-05-04,Logistics,Kenya,Enterprise,Organic,1616.03,1,1,0.0
M00534,2024-11-30,E-commerce,Nigeria,Mid-Market,Sales Team,684.11,1,0,11.0
M00535,2024-07-12,Gaming,Nigeria,Enterprise,Organic,11597.29,1,1,12.0
M00536,2024-12-25,Retail,Nigeria,Mid-Market,Sales Team,19536.63,0,0,
M00537,2024-11-26,Healthcare,Nigeria,Enterprise,Organic,4790.74,1,1,9.0
M00538,2024-04-27,Logistics,South Africa,Mid-Market,Organic,4931.12,1,1,4.0
M00539,2025-04-18,SaaS,Kenya,Enterprise,Partnership,5776.15,1,0,10.0
M00540,2024-12-02,E-commerce,Ghana,Mid-Market,Organic,3143.72,1,0,0.0
M00541,2025-05-07,Logistics,Ghana,Enterprise,Sales Team,3151.86,1,0,6.0
M00542,2025-04-20,SaaS,Kenya,SME,Partnership,4650.9,1,0,7.0
M00543,2024-05-03,Hospitality,Kenya,Mid-Market,Referral,3463.51,1,0,11.0
M00544,2025-02-08,SaaS,Kenya,SME,Organic,4077.32,1,0,6.0
M00545,2024-08-11,Logistics,Nigeria,Mid-Market,Partnership,1565.06,1,1,5.0
M00546,2025-01-28,Hospitality,Kenya,SME,Paid Ads,5750.7,1,0,4.0
M00547,2025-02-05,Gaming,South Africa,SME,Paid Ads,3717.44,1,0,5.0
M00548,2024-10-10,Hospitality,South Africa,SME,Partnership,752.16,1,1,15.0
M00549,2024-12-04,Hospitality,Nigeria,Enterprise,Paid Ads,582.76,1,1,4.0
M00550,2025-02-12,Logistics,Nigeria,SME,Paid Ads,2952.54,1,1,11.0
M00551,2024-03-19,Hospitality,Ghana,Enterprise,Sales Team,947.97,1,1,5.0
M00552,2024-06-11,Healthcare,Nigeria,SME,Organic,3418.73,1,1,4.0
M00553,2025-04-27,Education,South Africa,Mid-Market,Paid Ads,1733.41,0,1,
M00554,2024-02-22,Retail,Nigeria,SME,Sales Team,1463.26,1,0,0.0
M00555,2024-08-17,Hospitality,Nigeria,SME,Organic,3013.54,1,1,0.0
M00556,2024-06-30,SaaS,Kenya,Mid-Market,Organic,3811.04,1,0,3.0
M00557,2024-05-29,Hospitality,South Africa,SME,Partnership,3869.23,0,1,
M00558,2025-04-08,Logistics,Ghana,Enterprise,Sales Team,5897.91,1,1,3.0
M00559,2024-03-27,Retail,Kenya,Mid-Market,Paid Ads,5328.8,1,1,1.0
M00560,2024-09-09,Retail,Nigeria,SME,Sales Team,731.84,0,1,
M00561,2024-05-21,Hospitality,Kenya,Mid-Market,Organic,2808.66,0,0,
M00562,2024-07-03,Education,Ghana,Enterprise,Sales Team,2775.44,1,0,9.0
M00563,2024-10-31,Logistics,South Africa,SME,Referral,3057.87,1,1,7.0
M00564,2024-06-04,E-commerce,South Africa,Mid-Market,Partnership,3272.89,1,0,10.0
M00565,2024-07-13,Healthcare,South Africa,Mid-Market,Sales Team,668.95,1,0,6.0
M00566,2025-02-21,Retail,Kenya,Mid-Market,Partnership,10198.72,1,1,5.0
M00567,2025-04-30,Logistics,South Africa,Mid-Market,Referral,4349.41,1,0,16.0
M00568,2025-05-08,Hospitality,Kenya,Mid-Market,Sales Team,1483.21,1,1,11.0
M00569,2025-05-10,Logistics,Kenya,Mid-Market,Paid Ads,9483.63,1,0,3.0
M00570,2025-02-22,Hospitality,Kenya,SME,Partnership,6627.49,0,0,
M00571,2024-04-12,Retail,Nigeria,Enterprise,Sales Team,3896.23,1,0,0.0
M00572,2025-04-27,Logistics,South Africa,Mid-Market,Organic,3432.25,1,0,3.0
M00573,2025-02-23,Hospitality,South Africa,SME,Paid Ads,574.38,0,1,
M00574,2024-05-03,Education,Ghana,Enterprise,Sales Team,2772.07,1,0,9.0
M00575,2025-02-08,Hospitality,Nigeria,Mid-Market,Partnership,660.23,1,0,16.0
M00576,2024-09-02,Hospitality,South Africa,Enterprise,Organic,355.95,0,1,
M00577,2025-02-08,Healthcare,Nigeria,SME,Referral,3343.91,1,1,3.0
M00578,2024-12-02,Healthcare,Ghana,Enterprise,Partnership,2215.33,0,1,
M00579,2024-01-23,Hospitality,Kenya,Mid-Market,Organic,4940.11,1,1,16.0
M00580,2024-01-06,SaaS,Kenya,SME,Partnership,2548.99,1,0,1.0
M00581,2025-01-17,Logistics,South Africa,Mid-Market,Sales Team,296.15,1,1,4.0
M00582,2024-08-25,Retail,Kenya,SME,Sales Team,4960.88,1,0,11.0
M00583,2024-02-23,Education,South Africa,SME,Organic,5514.61,1,1,6.0
M00584,2025-03-01,Retail,Kenya,Mid-Market,Paid Ads,3806.5,1,1,8.0
M00585,2024-08-21,Logistics,South Africa,Mid-Market,Sales Team,3805.39,1,0,25.0
M00586,2024-02-19,Gaming,South Africa,Mid-Market,Organic,4711.89,1,1,8.0
M00587,2024-06-02,E-commerce,Nigeria,SME,Paid Ads,3631.25,1,1,2.0
M00588,2024-11-27,SaaS,Ghana,Enterprise,Referral,1816.38,1,1,18.0
M00589,2024-09-21,Retail,Ghana,Mid-Market,Partnership,849.35,1,1,0.0
M00590,2024-08-06,Gaming,Ghana,Mid-Market,Referral,6727.15,1,1,11.0
M00591,2024-04-05,Hospitality,South Africa,SME,Partnership,6996.82,1,1,20.0
M00592,2025-03-28,Logistics,South Africa,Enterprise,Sales Team,4253.43,1,1,14.0
M00593,2024-07-18,E-commerce,Ghana,SME,Paid Ads,2539.45,1,1,13.0
M00594,2025-01-20,SaaS,Nigeria,Enterprise,Referral,6077.44,1,1,3.0
M00595,2024-07-06,Healthcare,Ghana,Mid-Market,Organic,3216.72,1,1,6.0
M00596,2024-05-14,Gaming,Kenya,Enterprise,Sales Team,4111.71,1,0,3.0
M00597,2024-11-08,Hospitality,Nigeria,Mid-Market,Paid Ads,327.52,1,0,18.0
M00598,2025-03-08,Gaming,Ghana,Enterprise,Paid Ads,1664.97,1,1,6.0
M00599,2025-04-15,SaaS,Ghana,Mid-Market,Organic,2670.95,1,0,7.0
M00600,2024-05-02,Education,Nigeria,SME,Paid Ads,6399.9,0,1,
M00601,2024-12-21,Retail,South Africa,Mid-Market,Partnership,456.57,1,1,6.0
M00602,2024-03-11,Hospitality,South Africa,SME,Sales Team,2873.97,1,1,11.0
M00603,2024-11-21,Retail,Ghana,Mid-Market,Paid Ads,5314.41,1,0,4.0
M00604,2024-03-12,Retail,Kenya,Mid-Market,Partnership,4075.87,1,0,1.0
M00605,2024-01-28,Healthcare,Nigeria,Mid-Market,Referral,5503.31,1,1,17.0
M00606,2024-04-09,Hospitality,South Africa,Mid-Market,Sales Team,6947.5,1,1,12.0
M00607,2024-07-31,Gaming,South Africa,SME,Organic,4159.22,1,1,17.0
M00608,2024-10-16,E-commerce,Ghana,Mid-Market,Organic,5795.51,1,1,10.0
M00609,2024-05-20,Logistics,Kenya,SME,Sales Team,10527.18,1,1,9.0
M00610,2024-10-16,Gaming,Nigeria,Enterprise,Organic,1734.1,1,1,6.0
M00611,2024-05-17,Healthcare,Nigeria,Enterprise,Sales Team,1854.88,0,1,
M00612,2024-10-06,Logistics,South Africa,SME,Referral,2360.32,1,0,14.0
M00613,2024-06-01,E-commerce,South Africa,Mid-Market,Paid Ads,6200.79,1,1,1.0
M00614,2025-03-17,SaaS,South Africa,SME,Referral,1994.16,1,1,3.0
M00615,2024-04-17,Healthcare,South Africa,SME,Partnership,1056.28,1,1,13.0
M00616,2024-03-12,Logistics,Ghana,SME,Partnership,8579.57,1,0,2.0
M00617,2024-06-28,Education,Ghana,Mid-Market,Paid Ads,705.59,1,1,10.0
M00618,2024-05-28,Education,Nigeria,SME,Sales Team,2634.23,1,1,12.0
M00619,2025-04-15,E-commerce,Kenya,Enterprise,Referral,732.74,1,0,10.0
M00620,2024-12-25,Retail,Ghana,SME,Paid Ads,1646.8,1,0,14.0
M00621,2025-02-28,Logistics,South Africa,Mid-Market,Referral,2742.0,1,0,1.0
M00622,2024-10-22,Education,South Africa,Mid-Market,Sales Team,5275.78,1,0,0.0
M00623,2024-02-08,SaaS,South Africa,Enterprise,Paid Ads,8076.66,1,1,11.0
